转换注：
该NPK辞典条目格式根据COLG精灵-传说纯手动改编
用于恋恋のEx的NPK辞典中查询使用
若有补充，请联系原作者，并通过原作者联系我进行修订（也可以自己修订）
BY-乘着歌声的翅膀2018.6.19
--------------------------------------------------------
使用方法：
在恋恋のEx的输出目录（默认为软件同目录下的output文件夹下），
找到npkdict.txt，将此文件替换即可。
恋恋のEx的NPK辞典可在主界面中特殊工具菜单中找到。
--------------------------------------------------------
原作者注：
有什么代码可以提供，我QQ是1289309989，论坛名称：精灵-传说
也欢迎加入补丁群进行讨论，群号334906062，
代码表持续更新中
更新于2018.6.19
--------------------------------------------------------
sprite_character_demonicswordsman.NPK,(黑暗武士)空的
sprite_map_dimentiongate_blackearth_background.NPK,黑暗大地的背景
sprite_map_dimentiongate_blackearth_gate.NPK,黑暗大地的副本门
sprite_map_dimentiongate_blackearth_object.NPK,黑暗大地的置物
sprite_map_dimentiongate_blackearth_tile.NPK,黑暗大地的地面
sprite_map_dimentiongate_cosmofiend.NPK,虚无之境的背景和置物
sprite_map_disguiser.NPK,阴深的地图
sprite_map_elvengard.NPK,艾尔文防线的背景和置物
sprite_map_event.NPK,2009年国庆旗子
sprite_map_event_2008sinhan.NPK,某活动-韩服
sprite_map_event_2008xmas.NPK,圣诞节的赛丽亚房间
sprite_map_event_2009gmarket.NPK,韩服活动
sprite_map_event_2009newyear.NPK,DNF三周年蛋糕垫底
sprite_map_event_2010cokacola.NPK,韩服活动
sprite_map_event_2010SoloDay.NPK,DNF2010光棍节凯丽强化打折横幅
sprite_map_event_2010sonye.NPK,韩服活动
sprite_map_event_2011_event_dungeon.NPK,人偶工厂
sprite_map_event_2011child.NPK,韩服活动
sprite_map_event_2011christmas.NPK,韩服活动
sprite_map_event_2011summer.NPK,韩服活动
sprite_map_event_bluemarble.NPK,韩服活动
sprite_map_event_c_event.NPK,抉择之泽的气球
sprite_map_event_chn_3th_birthday_firework.NPK,DNF三周年时旅馆的烟火
sprite_map_event_chn_4th_birthday_firework.NPK,DNF四周年时旅馆的烟火
sprite_map_event_chn_2011_heart_of_jarbro_banner.NPK,三倍袖珍罐的旗子
sprite_map_event_chn_2012_christmas.NPK,圣诞树
sprite_map_event_chn_20130108_ddayevent.NPK,时空之门倒计时
sprite_map_event_chn_dday_innovation.NPK,2012年6月第三季革新倒计时的旅馆
sprite_map_event_chn_dday_ready85_2013.NPK,开放85级倒计时
sprite_map_event_chn_eco_energy_event.NPK,某活动绿化机
sprite_map_event_chn_get_acc_2012.NPK,冬日首饰
sprite_map_event_chn_golden_event_npc_2013.NPK,凿福胖胖的雕像
sprite_map_event_chn_golden_fruittree_2012.NPK,扔树
sprite_map_event_chn_lunar_new_year.NPK,DNF春节旅馆装饰
sprite_map_event_chn_ria_letter_2013.NPK,给哥哥的信
sprite_map_event_chn_timegate_2013.NPK,2013,1月时空之门扔石头活动
sprite_map_event_chn_toy.NPK,人偶工厂副本门
sprite_map_event_chn_upgrade_discount_2013.NPK,强化打折
sprite_map_event_dnf5thyear.NPK,韩服五周年时旅馆的烟火
sprite_map_event_dnf6thyear.NPK,韩服六周年时旅馆的烟火
sprite_map_event_halloween.NPK,DNF万圣节旅馆
sprite_map_event_j_event.NPK,韩服活动
sprite_map_event_superschool.NPK,韩服活动
sprite_map_gent.NPK,根特城镇的背景和置物
sprite_map_goblinkingdom.NPK,哥布林王国的置物
sprite_map_grenselos.NPK,格林赛罗斯战场的背景
sprite_map_guildagit.NPK,貌似赛丽亚间房
sprite_map_haze.NPK,雾都赫伊斯的背景和置物
sprite_map_hellmap.NPK,深渊恶魔的背景（远景）,
sprite_map_hendonmyre.NPK,赫顿玛尔城镇的背景和置物
sprite_map_hendonmyre_pvp.NPK,决斗场练习模式的背景
sprite_map_larguslake_obj.NPK,女鬼剑士开场地图
sprite_map_larguslake_tile.NPK,女鬼剑士开场地图的地
sprite_map_lufthafen.NPK,鲁夫特悬空海港的背景
sprite_map_minimap.NPK,小地图
sprite_map_mission_obj.NPK,奇遇任务-宝箱
sprite_map_mission_tile.NPK,赛丽亚的财富~~~
sprite_map_new_event_dnfrider_obj.NPK,活动
sprite_map_new_event_dnfrider_tile.NPK,活动
sprite_map_new_event_dual_obj.NPK,根特皇宫外
sprite_map_new_event_dual_obj_boss.NPK,吉赛尔的袭击
sprite_map_new_event_dual_tile.NPK,根特皇宫外的地
sprite_map_new_event_dual_tile_boss.NPK,吉赛尔的袭击的地
sprite_map_new_event_zombi.NPK,生化禁区
sprite_map_npc.NPK,NPC站街时的外观
sprite_map_pathgate.NPK,格兰之森区域的副本门
sprite_map_pathgate_abnoba_blackstone.NPK,黑石监狱的副本门
sprite_map_pathgate_abnoba_redstone.NPK,红石监狱的副本门
sprite_map_pathgate_abnoba_rollingstone.NPK,乱党监狱的副本门
sprite_map_pathgate_act2.NPK,天空之城区域的副本门
sprite_map_pathgate_act3.NPK,天帷巨兽区域的副本门
sprite_map_pathgate_act3_gbl_breeding.NPK,树精繁殖地的副本门
sprite_map_pathgate_act4.NPK,暗黑城区域的副本门
sprite_map_pathgate_act5.NPK,万年雪山区域的副本门
sprite_map_pathgate_act5_coldboy.NPK,冰心的某块石头
sprite_map_pathgate_act6.NPK,堕落的盗贼的副本门
sprite_map_pathgate_act6_bloodbutterfly.NPK,血蝴蝶之舞的副本门
sprite_map_pathgate_act6_leshphon.NPK,痛苦之村的副本门
sprite_map_pathgate_act6_suspicion.NPK,疑惑之村的副本门
sprite_map_pathgate_act6_temptation.NPK,迷乱之村哈穆林的副本门
sprite_map_pathgate_act7_dayfield.NPK,追击歼灭战的副本门
sprite_map_pathgate_act7_nightfield.NPK,夜间袭击战的副本门
sprite_map_pathgate_act7_rampart2.NPK,根特南门的副本门
sprite_map_pathgate_act7_rampart.NPK,根特东门的副本门
sprite_map_pathgate_act7_supplycut.NPK,补给线阻断战的副本门
sprite_map_pathgate_act8_arden.NPK,决战之都阿登高地的副本门
sprite_map_pathgate_act8_cartelcommand.NPK,卡勒特指挥部副本门
sprite_map_pathgate_act8_ghosttrain.NPK,幽灵列车的副本门
sprite_map_pathgate_act8_haze.NPK,雾都赫尔斯的副本门
sprite_map_pathgate_act8_pirateonthetrain.NPK,列车上的海贼的副本门
sprite_map_pathgate_act8_seatrainretaking.NPK,夺回西部线的副本门
sprite_map_pathgate_act8_testtrain.NPK,幽灵列车的副本门
sprite_map_pathgate_citywar_elvengardsf.NPK,艾尔文防线袭击战的副本门
sprite_map_pathgate_citywar_hendonmyresf.NPK,赫顿玛尔街市战的副本门
sprite_map_pathgate_dimensiongate.NPK,虚无之境的副本门
sprite_map_pathgate_event_twin.NPK,吉赛尔的袭击的副本门
sprite_map_pathgate_event_zombi.NPK,生化禁区的副本门
sprite_map_pathgate_gbosstower.NPK,领主之塔的副本门
sprite_map_pathgate_golden_road.NPK,吉赛尔的袭击防线
sprite_map_pathgate_helldungeon.NPK,深渊恶魔的柱子
sprite_map_pathgate_powerstation.NPK,能源中心副本门
sprite_map_pathgate_timegate.NPK,时空之门副本门
sprite_map_pathgate_towerofbloodyfight.NPK,无尽的祭坛的副本门
sprite_map_pathgate_towerofdespair.NPK,绝望之塔的副本门
sprite_map_pathgate_town_cartelarad.NPK,陌路者要塞的副本门
sprite_map_pathgate_town_gblarad.NPK,堕落之殿的副本门
sprite_map_pathgate_town_grim.NPK,南部溪谷的副本门
sprite_map_pathgate_town_moonlightpub.NPK,月光酒吧的副本门
sprite_map_powerstation.NPK,永远是空的
sprite_map_powerstation_fruz_station.NPK,永远是空的
sprite_map_powerstation_fruz_station_background.NPK,普鲁兹发电站
sprite_map_powerstation_fruz_station_obj.NPK,普鲁兹发电站
sprite_map_powerstation_fruz_station_tile.NPK,普鲁兹发电站
sprite_map_powerstation_grandine_background.NPK,格兰迪发电站
sprite_map_powerstation_grandine_obj.NPK,格兰迪发电站
sprite_map_powerstation_grandine_tile.NPK,格兰迪发电站
sprite_map_powerstation_kohlepowerstation_background.NPK,科雷发电站
sprite_map_powerstation_kohlepowerstation_obj.NPK,科雷发电站
sprite_map_powerstation_kohlepowerstation_tile.NPK,科雷发电站
sprite_map_powerstation_trombe_background.NPK,特仑斯发电站
sprite_map_powerstation_trombe_obj.NPK,特仑斯发电站
sprite_map_powerstation_trombe_tile.NPK,特仑斯发电站
sprite_map_pvp.NPK,新版PK场,场地,
sprite_map_realskycastle.NPK,蠕动之城的背景和置物
sprite_map_requiem.NPK,时空之门远景
sprite_map_sainthorn.NPK,圣魂船
sprite_map_shonan.NPK,虚祖首都素喃的背景和置物
sprite_map_shonan_tournament.NPK,青龙大会黄龙大会的背景和置物
sprite_map_slough.NPK,斯曼工业基地的背景
sprite_map_stormpass.NPK,斯顿雪域城镇的背景和置物
sprite_map_timegate.NPK,时空之门的沙漏
sprite_map_timegate_beginning.NPK,凛冬背景
sprite_map_timegate_black_church.NPK,暗黑圣战背景
sprite_map_timegate_conflagration.NPK,格兰之火背景
sprite_map_timegate_consciousness.NPK,迷之觉悟背景
sprite_map_timegate_epidemic.NPK,瘟疫之地背景
sprite_map_timegate_formacartel.NPK,卡勒特之初背景
sprite_map_timegate_oldscreamingcave.NPK,昔日悲鸣.西岚
sprite_map_timegate_oldscreamingcave_far.NPK,昔日悲鸣的背景
sprite_map_timegate_oldscreamingcave_obj.NPK,昔日悲鸣的背景
sprite_map_timegate_oldscreamingcave_tile.NPK,昔日悲鸣的地
sprite_map_timegate_timegate.NPK,时空之门某东西
sprite_map_timegate_topsecretarea.NPK,绝密区域背景
sprite_map_timegatearea.NPK,时空之门背景
sprite_map_timegaterequiem.NPK,时空之门背景
sprite_map_title.NPK,城镇中地图切换和进副本时的标题,
sprite_map_title_towerofdespair.NPK,绝望之塔每层的横幅
sprite_map_towers_deadtower.NPK,死亡之塔背景和置物
sprite_map_towers_gbosstower.NPK,领主之塔背景和置物
sprite_map_towers_illusiontower.NPK,迷惘之塔背景和置物
sprite_map_towers_towerofbloodyfight.NPK,无尽的祭坛背景置物
sprite_map_towers_towerofbloodyfight_tile.NPK,无尽的祭坛脚下地图
sprite_map_towers_towerofdespair_downstairs.NPK,绝望之塔下方的背景和置物
sprite_map_towers_towerofdespair_upstairs.NPK,绝望之塔上方的背景和置物
sprite_map_towers_towerofultimate.NPK,极限祭坛背景和置物
sprite_map_trap.NPK,毒沼和悲鸣草一类的陷阱置物
sprite_map_trap_eyeofobserver.NPK,暗影迷宫的某眼睛
sprite_map_trap_goblinbunker.NPK,哥布林碉堡
sprite_map_trap_grenselosbunker.NPK,格林赛罗斯战场的碉堡
sprite_map_village.NPK,堕落之殿副本的可破坏置物
sprite_map_village_aganzo.NPK,月光酒馆的背景
sprite_map_village_bwanga.NPK,布万加的修炼场的背景和置物
sprite_map_village_cartel_object.NPK,绿都格罗兹尼的置物
sprite_map_village_cartel_object_groznyinside.NPK,绿都格罗兹尼的置物
sprite_map_village_cartel_object_groznyoutside.NPK,绿都格罗兹尼的背景
sprite_map_village_cartel_object_odesa.NPK,热血八番街的背景和置物
sprite_map_village_cartel_tile.NPK,绿都格罗兹尼的背景
sprite_map_village_cartel_westcoast.NPK,坦克碉堡
sprite_map_village_church.NPK,教堂
sprite_map_village_grim.NPK,街头争霸排名和未知地图
sprite_map_village_grim_new_image_new_teil.NPK,未知地图
sprite_map_village_grim_new_image_objcet.NPK,未知地图
sprite_map_village_grim_new_image_old_teil.NPK,未知地图
sprite_map_warfare.NPK,武斗大会的背景
sprite_map_chn_dragon.NPK,素喃郊外
sprite_map_chn_dragon_ani.NPK,素喃郊外
sprite_map_chn_dragon_tile.NPK,素喃郊外地面
sprite_map_chn_dragondungeon_01.NPK,念气修炼场背景
sprite_map_chn_dragondungeon_01_ani.NPK,念气修炼场置物
sprite_map_chn_dragondungeon_01_obj.NPK,念气修炼场水晶
sprite_map_chn_dragondungeon_01_tile.NPK,念气修炼场地面
sprite_map_chn_dragondungeon_02_ani.NPK,念气洞穴深处背景
sprite_map_chn_dragondungeon_02_obj.NPK,念气洞穴深处火焰
sprite_map_chn_dragondungeon_02_tile.NPK,念气洞穴深处地面
sprite_map_chn_dragondungeon_03_ani.NPK,巨龙盘踞之地背景
sprite_map_chn_dragondungeon_03_obj.NPK,巨龙盘踞之地石头
sprite_map_chn_dragondungeon_03_tile.NPK,巨龙盘踞之地地面
sprite_map_chn_seriaroom_greenday.NPK,某活动树
sprite_map_chn_spices_dungeon_ani.NPK,封印的宝藏地背景
sprite_map_chn_spices_dungeon_obj.NPK,封印的宝藏地封印石
sprite_map_chn_spices_dungeon_tile.NPK,封印的宝藏地地面
sprite_map_decoration.NPK,初始婚房
sprite_map_decoration_2012tree.NPK,婚房里的树
sprite_map_decoration_chn_curtain.NPK,婚房饰物-窗帘
sprite_map_decoration_chn_curtain.NPK,婚房饰物-雕像
sprite_map_decoration_chn_decoration_carpet.NPK,婚房饰物-地毯
sprite_map_decoration_chn_decoration_ceiling.NPK,婚房饰物-灯饰
sprite_map_decoration_chn_decoration_object.NPK,婚房饰物-床桌
sprite_map_decoration_chn_decoration_wall_bottom.NPK,婚房饰物-柜椅
sprite_map_decoration_chn_floor.NPK,婚房饰物-地板
sprite_map_decoration_chn_wall.NPK,婚房饰物-墙壁
sprite_map_decoration_chn_wall_frame.NPK,婚房饰物-挂饰
sprite_map_decoration_chn_window.NPK,婚房饰物-窗户
sprite_map_doll_championship.NPK,某BUFF活动
sprite_map_event_2013xmas.NPK,圣诞城镇饰物
sprite_map_event_2014worldcup.NPK,3种烟火
sprite_map_event_chn_20131224_pot_x2.NPK,双倍罐活动
sprite_map_event_chn_evnet_uniquebind_2014.NPK,某合成武器活动NPC
sprite_map_event_chn_pair_puzzle_2014.NPK,翻牌机
sprite_map_event_ingamead.NPK,6横幅
sprite_map_lost_land.NPK,遗忘之地港口置物及某传送门
sprite_map_lost_land_act5.NPK,遗忘雪山场景
sprite_map_lost_land_act5_scasalair.NPK,遗忘雪山背景
sprite_map_lost_land_breakableobject.NPK,遗忘雪山置物
sprite_map_lost_land_disappeartown.NPK,遗忘村庄置物
sprite_map_lost_land_distraction_forest.NPK,遗忘村庄NPC
sprite_map_lost_land_distraction_forest_pathgate.NPK,遗忘树林副本门
sprite_map_lost_land_forgotten_land.NPK,遗忘树林城镇背景
sprite_map_lost_land_forgotten_land_jungle.NPK,遗忘树林置物
sprite_map_lost_land_forgotten_land_jungle_h.NPK,遗忘神殿背景
sprite_map_lost_land_hendonmyre.NPK,遗忘之地港口地面
sprite_map_lost_land_link.NPK,遗忘树林副本门and背景
sprite_map_lost_land_season4_meltdown_mushroomgarden_ani.NPK,树藤
sprite_map_lost_land_season4_meltdown_mushroomgarden_obj.NPK,4植物
sprite_map_lost_land_season4_meltdown_mushroomgarden_tile.NPK,遗忘莫福庭苑地面
sprite_map_lost_land_season4_meltdown_spores_serifcity.NPK,遗忘蘑菇庭院背景
sprite_map_lost_land_season4_meltdown_spores_serifcity_ani.NPK,遗忘蘑菇庭院地面
sprite_map_lost_land_season4_meltdown_spores_serifcity_obj.NPK,遗忘蘑菇庭院置物
sprite_map_lost_land_season4_meltdown_spores_serifcity_tile.NPK,遗忘蘑菇庭院地面
sprite_map_lost_land_snowflower_mountain.NPK,遗忘雪山背景房屋
sprite_map_lost_land_snowflower_mountain_apc_fighterman.NPK,遗忘雪山某APC
sprite_map_lost_land_snowflower_mountain_apc_ghostswordman.NPK,遗忘雪山某APC
sprite_map_lost_land_snowflower_mountain_apc_gunner.NPK,遗忘雪山某APC
sprite_map_lost_land_snowflower_mountain_apc_priest.NPK,遗忘雪山某APC
sprite_map_lost_land_snowflower_mountain_crevasse.NPK,遗忘雪山大冰块(会弹起的那个)
sprite_map_lost_land_snowflower_mountain_frozen_road.NPK,遗忘雪山滑冰路
sprite_map_lost_land_snowflower_mountain_frozentree.NPK,遗忘雪山置物
sprite_map_lost_land_snowflower_mountain_icestone.NPK,遗忘雪山冰石
sprite_map_lost_land_snowflower_mountain_pathgate.NPK,遗忘雪山副本门
sprite_map_lost_land_snowflower_mountain_shelter.NPK,遗忘雪山洞穴置物
sprite_map_lost_land_stormpass.NPK,遗忘雪山置物和地面
sprite_map_lost_land_village_cartel_object_groznyoutside.NPK,遗忘绿毒背景合置物
sprite_map_minimap_lostland.NPK,遗忘之地副本小地图
sprite_map_new_event.NPK,三个大钱袋
sprite_map_pathgate_event_lost_land.NPK,遗忘之地副本门
sprite_map_pathgate_gdragondungeon.NPK,巨龙城魔法阵
sprite_map_pathgate_season4_abnoba_darkrex_darkforest.NPK,被污染的水晶矿脉副本门
sprite_map_pathgate_season4_abnoba_icecrystal_forest.NPK,冰晶森林副本门
sprite_map_pathgate_season4_abnoba_lightcrystal_forest.NPK,水晶矿脉副本门
sprite_map_pathgate_season4_abnoba_prison1.NPK,幽冥监狱副本门
sprite_map_pathgate_season4_abnoba_prison2.NPK,幽冥监狱下层副本门
sprite_map_pathgate_season4_abnoba_redcrystal_forest.NPK,炽晶森林副本门
sprite_map_pathgate_season4_dirft_cave_ancient_times_heart.NPK,远古墓穴深处副本门
sprite_map_pathgate_season4_dirft_cave_despot_king_altar.NPK,暴君的祭坛副本门
sprite_map_pathgate_season4_dirft_cave_dragon_seal.NPK,邪龙的封印副本门
sprite_map_pathgate_season4_dirft_cave_gold_cave.NPK,黄金矿洞副本门
sprite_map_pathgate_season4_dirft_cave_spider_kingdom.NPK,蜘蛛王国副本门
sprite_map_pathgate_season4_dirft_cave_tomb_of_the_heroes.NPK,英雄冢副本门
sprite_map_pathgate_season4_falls_to_the_sky_durban.NPK.NPK,鲨鱼栖息地副本门
sprite_map_pathgate_season4_falls_to_the_sky_humiliation_reef.NPK,人鱼的国度副本门
sprite_map_pathgate_season4_meltdown_chessboard_despair.NPK,绝望的棋局副本门
sprite_map_pathgate_season4_meltdown_decayarea.NPK,腐烂之地副本门
sprite_map_pathgate_season4_meltdown_mushroomgarden&salif.NPK蘑菇庄园&蚁后的巢穴副本门
sprite_map_pathgate_season4_meltdown_old_town.NPK,赫顿玛尔旧街区副本门
sprite_map_pathgate_special_frostcave.NPK,冰霜洞穴副本门
sprite_map_pathgate_towerofbloodyfight.NPK,祭坛副本门
sprite_map_pathgate_towerofdespair.NPK,绝望之塔副本门
sprite_map_pathgate_town_cartelarad.NPK,绿都副本门
sprite_map_season4_abnoba.NPK,小蝴蝶
sprite_map_season4_abnoba_prison1_ani.NPK,幽冥监狱置物
sprite_map_season4_abnoba_prison1_obj.NPK,幽冥监狱置物&水晶
sprite_map_season4_abnoba_prison1_tile.NPK,幽冥监狱墙壁&地面
sprite_map_season4_abnoba_prison2_ani.NPK,幽冥监狱下层置物
sprite_map_season4_abnoba_prison2_obj.NPK,幽冥监狱下层置物2
sprite_map_season4_abnoba_prison2_tile.NPK,幽冥监狱下层墙壁&地面
sprite_map_season4_behemoth_roters_nest_ani.NPK,罗特斯宫殿置物
sprite_map_season4_behemoth_roters_nest_obj.NPK,罗特斯宫殿置物
sprite_map_season4_behemoth_roters_nest_tile.NPK,罗特斯宫殿墙壁&地面
sprite_map_season4_buff.NPK,创新世纪副本BUFF图片
sprite_map_season4_drift_cave.NPK,洞穴光
sprite_map_season4_drift_cave_ancient_times_heart.NPK,远古墓穴深处背景
sprite_map_season4_drift_cave_ancient_times_heart_ani.NPK,远古墓穴深处墙壁
sprite_map_season4_drift_cave_ancient_times_heart_obj.NPK,远古墓穴深处置物
sprite_map_season4_drift_cave_ancient_times_heart_obj_gargoyle.NPK,远古墓穴深处雕像
sprite_map_season4_drift_cave_ancient_times_heart_tile.NPK,远古墓穴深处地面
sprite_map_season4_drift_cave_despot_king_altar.NPK,暴君的祭坛背景
sprite_map_season4_drift_cave_despot_king_altar_ani.NPK,暴君的祭坛墙壁
sprite_map_season4_drift_cave_despot_king_altar_obj.NPK,暴君的祭坛置物
sprite_map_season4_drift_cave_despot_king_altar_tile.NPK,暴君的祭坛地面
sprite_map_season4_drift_cave_dragon_seal.NPK,邪龙的封印背景
sprite_map_season4_drift_cave_dragon_seal_ani.NPK,邪龙的封印墙壁
sprite_map_season4_drift_cave_dragon_seal_obj.NPK,邪龙的封印置物
sprite_map_season4_drift_cave_dragon_seal_tile.NPK,邪龙的封印地面
sprite_map_season4_drift_cave_gold_cave.NPK,黄金矿洞背景
sprite_map_season4_drift_cave_gold_cave_ani.NPK,黄金矿洞墙壁
sprite_map_season4_drift_cave_gold_cave_obj.NPK,黄金矿洞置物
sprite_map_season4_drift_cave_gold_cave_obj_bossroom.NPK,黄金王的秘密洞穴置物
sprite_map_season4_drift_cave_gold_cave_tile.NPK,黄金矿洞地面
sprite_map_season4_drift_cave_spider_kingom.NPK,蜘蛛王国背景
sprite_map_season4_drift_cave_spider_kingom_ani.NPK,蜘蛛王国墙壁
sprite_map_season4_drift_cave_spider_kingom_obj.NPK,蜘蛛王国置物
sprite_map_season4_drift_cave_spider_kingom_tile.NPK,蜘蛛王国地面
sprite_map_season4_drift_cave_tomb_of_the_heroes_ani.NPK,英雄冢背景
sprite_map_season4_drift_cave_tomb_of_the_heroes_obj.NPK,英雄冢置物
sprite_map_season4_drift_cave_tomb_of_the_heroes_tile.NPK,英雄冢地面
sprite_map_season4_falls_to_the_sky_durban_ani.NPK,鲨鱼栖息地背景置物
sprite_map_season4_falls_to_the_sky_durban_back.NPK,鲨鱼栖息地背景
sprite_map_season4_falls_to_the_sky_durban_obj.NPK,鲨鱼栖息地置物
sprite_map_season4_falls_to_the_sky_durban_tile.NPK,鲨鱼栖息地地面
sprite_map_season4_falls_to_the_sky_gbl_goddess_temple_ani.NPK,GBL女神殿背景
sprite_map_season4_falls_to_the_sky_gbl_goddess_temple_obj.NPK,GBL女神殿置物
sprite_map_season4_falls_to_the_sky_gbl_goddess_temple_tile.NPK,GBL女神殿地面
sprite_map_season4_falls_to_the_sky_humiliation_reef_ani.NPK,人鱼的国度背景置物
.,sprite_map_season4_falls_to_the_sky_humiliation_reef_back.NPK,人鱼的国度背景
sprite_map_season4_falls_to_the_sky_humiliation_reef_obj.NPK,人鱼的国度置物
sprite_map_season4_falls_to_the_sky_humiliation_reef_tile.NPK,人鱼的国度地面
sprite_map_season4_meltdown_chessboard_despair.NPK,绝望的棋局背景
sprite_map_season4_meltdown_chessboard_despair_ani.NPK,绝望的棋局置物
sprite_map_season4_meltdown_chessboard_despair_obj.NPK,绝望的棋局置物
sprite_map_season4_meltdown_chessboard_despair_tile.NPK,绝望的棋局地面
sprite_map_season4_meltdown_decayarea.NPK,腐烂之地背景
sprite_map_season4_meltdown_decayarea_ani.NPK,腐烂之地置物
sprite_map_season4_meltdown_decayarea_obj.NPK,腐烂之地置物
sprite_map_season4_meltdown_decayarea_obj_dfluorescence.NPK,腐烂之地置物
sprite_map_season4_meltdown_decayarea_tile.NPK,腐烂之地地面
sprite_map_season4_meltdown_mushroomgarden.NPK,蘑菇庄园背景
sprite_map_season4_meltdown_mushroomgarden_ani.NPK,蘑菇庄园置物
sprite_map_season4_meltdown_mushroomgarden_obj.NPK,蘑菇庄园置物
sprite_map_season4_meltdown_mushroomgarden_obj_fluorescence.NPK,蘑菇庄园置物
sprite_map_season4_meltdown_mushroomgarden_tile.NPK,蘑菇庄园地面
sprite_map_season4_meltdown_old_town.NPK,赫顿玛尔旧街区背景
sprite_map_season4_meltdown_old_town_ani.NPK,赫顿玛尔旧街区置物
sprite_map_season4_meltdown_old_town_obj.NPK,赫顿玛尔旧街区置物
sprite_map_season4_meltdown_old_town_tile.NPK,赫顿玛尔旧街区地面
sprite_map_season4_meltdown_spores_serifcity.NPK,蚁后的巢穴背景&时空裂隙些字
sprite_map_season4_meltdown_spores_serifcity_ani.NPK,蚁后的巢穴置物
sprite_map_season4_meltdown_spores_serifcity_obj.NPK,蚁后的巢穴置物
sprite_map_season4_meltdown_spores_serifcity_tile.NPK,蚁后的巢穴地面
sprite_map_season4_metastasis_abnoba_darkrex_darkforest.NPK,被污染的水晶矿脉背景
sprite_map_season4_metastasis_abnoba_darkrex_darkforest_ani.NPK,被污染的水晶矿脉置物
sprite_map_season4_metastasis_abnoba_darkrex_darkforest_obj.NPK,被污染的水晶矿脉置物
sprite_map_season4_metastasis_abnoba_darkrex_darkforest_tile.NPK,被污染的水晶矿脉地面
sprite_map_season4_metastasis_abnoba_icecrystal_forest.NPK,冰晶森林背景
sprite_map_season4_metastasis_abnoba_icecrystal_forest_ani.NPK,冰晶森林置物
sprite_map_season4_metastasis_abnoba_icecrystal_forest_obj.NPK,冰晶森林置物
sprite_map_season4_metastasis_abnoba_icecrystal_forest_tile.NPK,冰晶森林地面
sprite_map_season4_metastasis_abnoba_lightcrystal_forest.NPK,水晶矿脉背景
sprite_map_season4_metastasis_abnoba_lightcrystal_forest_ani.NPK,水晶矿脉置物
sprite_map_season4_metastasis_abnoba_lightcrystal_forest_obj.NPK,水晶矿脉置物
sprite_map_season4_metastasis_abnoba_lightcrystal_forest_tile.NPK,水晶矿脉地面
sprite_map_season4_metastasis_abnoba_redcrystal_forest.NPK,炽晶森林背景
sprite_map_season4_metastasis_abnoba_redcrystal_forest_ani.NPK,炽晶森林置物
sprite_map_season4_metastasis_abnoba_redcrystal_forest_obj.NPK,炽晶森林置物
sprite_map_season4_metastasis_abnoba_redcrystal_forest_tile.NPK,炽晶森林地面
sprite_map_special_antberr.NPK,决战哈尔特山置物
sprite_map_special_lufthafen.NPK,特快列车追击战置物
sprite_map_special_meltdown.NPK,陷落的村庄APC
sprite_map_special_powerstation.NPK,斯洛特发电站
sprite_map_special_seizemoney.NPK,黄金王的秘密洞穴置物
sprite_map_special_timegate.NPK,热血八番街场景
sprite_map_timespiral.NPK,赫拉斯研究所背景
sprite_map_timespiral_obj.NPK,赫拉斯研究所置物
sprite_map_timespiral_obj_eff.NPK,赫拉斯研究所置物
sprite_map_timespiral_tile.NPK,赫拉斯研究所地面
sprite_map_title_towerofscream.NPK,绝望之塔APC简介
sprite_map_town_behemoth.NPK,天帷巨兽城镇
sprite_map_town_sainthorn.NPK,圣者之鸣号城镇
sprite_map_town_sewer.NPK,赫顿玛尔废墟城镇
sprite_map_town_shelterofnorth.NPK,北方避难所城镇
sprite_map_town_silvercrown.NPK,银色村庄城镇
sprite_map_town_underfoot.NPK,暗黑城城镇
sprite_map_wedding_background.NPK,爱之摩伽陀背景
sprite_map_wedding_object.NPK,爱之摩伽陀置物
sprite_map_wedding_object_propeller.NPK,爱之摩伽陀置物-船翼
sprite_map_wedding_object_switch.NPK,爱之摩伽陀置物-站的那圆
sprite_map_wedding_tile.NPK,爱之摩伽陀地面
sprite_monster.NPK,怪物相关标记和头像
sprite_monster_2013snake.NPK,2013年金蛇
sprite_monster_abnova.NPK,女鬼剑士救赛丽亚的图和监狱的怪
sprite_monster_abnova_blackkobolt.NPK,黑石监狱的怪（阿甘左封印的狼人）
sprite_monster_abnova_dalgur.NPK,红石监狱的怪
sprite_monster_abnova_firetroll.NPK,红石监狱的怪
sprite_monster_abnova_kobolt.NPK,监狱的怪
sprite_monster_abnova_koboltkeeper.NPK,监狱的怪
sprite_monster_abnova_lion.NPK,监狱的怪
sprite_monster_abnova_named_kavika.NPK,监狱的怪
sprite_monster_abnova_steel_orc.NPK,监狱的猪怪
sprite_monster_abnova_stone_orc.NPK,监狱的猪怪
sprite_monster_abnova_waterkobolt.NPK,监狱的怪
sprite_monster_act8_bigghost_flu.NPK,巨灵布鲁
sprite_monster_act8_chiefsars.NPK,恶灵众
sprite_monster_act8_chiefsars_crow.NPK,恶灵乌鸦
sprite_monster_act8_chiefsars_die.NPK,恶灵雾团
sprite_monster_act8_chiefsars_missile.NPK,恶灵机长
sprite_monster_act8_chiefsars_soultornado.NPK,恶灵特效
sprite_monster_act8_congcong.NPK,小美人鱼空空伊
